,philosopher,text,preprocess_text,text_clean,tag
1434,Roberto_Ardigò.txt,"[('Roberto Felice Ardigò', ' (28 January 1828 – 15 September 1920) was an [[Italian people|Italian]] philosopher. He was an influential leader of Italian [[positivism]] and a former [[Roman Catholic]] [[priest]].')]", was an italian philosopher. he was an influential leader of italian positivism and a former roman catholic priest.,italian philosopher influential leader italian positivism roman catholic priest,"['influential', 'italian', 'catholic', 'roman', 'leader']"
1435,Roderick_Chisholm.txt,"[('Roderick Milton Chisholm', ' ({{IPAc-en|ˈ|tʃ|ɪ|z|ə|m}}; November 27, 1916 – January 19, 1999)<ref>Dictionary of Modern American Philosophers (2005), p. 475.</ref> was an [[American philosopher]] known for his work on [[epistemology]], [[metaphysics]], [[free will]], [[value theory]], and the [[philosophy of perception]].'), ('direct attribution theory of reference', ""<!--boldface per WP:R#PLA--> in ''The First Person'' (1981). He argues that we refer to things other than ourselves by indirectly attributing properties to them, and that we indirectly or relatively attribute properties to them by directly attributing properties to ourselves. Suppose the following bed scene:"")]"," was an american philosopher known for his work on epistemology, metaphysics, free will, value theory, and the philosophy of perception.",american philosopher known work epistemology metaphysics free value theory philosophy perception,"['known', 'work', 'american']"
1436,Rodolphus_Agricola.txt,"[('Rodolphus Agricola', "" ({{lang-la|Rudolphus Agricola Phrisius}}; August 28, 1443, or February 17, 1444<ref>Fokke Akkerman (ed.), ''Rudolph Agricola: Six Lives and Erasmus's Testimonies''. Assen: Royal van Gorcum, 2012.</ref> – October 27, 1485) was a pre-[[Erasmus|Erasmian]] [[Humanism|humanist]] of the Northern [[Low Countries]], famous for his knowledge of [[Latin]] and [[Greek language|Greek]]. He was an educator, musician, builder of church [[organ (music)|organs]], a poet in Latin and the vernacular, a diplomat, a [[boxing|boxer]] and a [[Hebrew language|Hebrew]] scholar towards the end of his life.{{Citation needed|reason=Reliable source needed for this interesting claim, all of his portraits show an unharmed very pointed nose|date=July 2016}} Today, he is best known as the author of ''De inventione dialectica'', the father of Northern European humanism and as a zealous anti-[[Scholasticism|scholastic]] in the late fifteenth century."")]",", rudolph agricola: six lives and erasmuss testimonies. assen: royal van gorcum, 2012. – october 27, 1485 was a pre-erasmian humanist of the northern low countries, famous for his knowledge of latin and greek. he was an educator, musician, builder of church organs, a poet in latin and the vernacular, a diplomat, a boxer and a hebrew scholar towards the end of his life.{{citation needed|reason=reliable source needed for this interesting claim, all of his portraits show an unharmed very pointed nose|date=july 2016}} today, he is best known as the author of de inventione dialectica, the father of northern european humanism and as a zealous anti-scholastic in the late fifteenth century.""",rudolph agricola life erasmus testimony assen royal van gorcum 2012 – october 27 1485 preerasmian humanist northern low country famous knowledge latin greek educator musician builder church organ poet latin vernacular diplomat boxer hebrew scholar end lifecitation neededreasonreliable source needed interesting claim portrait unharmed pointed nosedatejuly 2016 today best known author inventione dialectica father northern european humanism zealous antischolastic late fifteenth century,"['known', 'scholar', 'best', 'author', 'poet', 'father', 'church', 'latin', '–', 'famous', 'late', 'knowledge']"
1437,Roger_Bacon.txt,"[('Roger Bacon', ' ({{IPAc-en|ˈ|b|eɪ|k|ən}};<ref>[http://www.collinsdictionary.com/dictionary/english/bacon ""Bacon""] entry in \'\'[[Collins English Dictionary]]\'\'.</ref> {{lang-la|Rogerus}} or \'\'{{lang|la|Rogerius Baconus, Baconis}}\'\', also \'\'{{wikt-lang|la|frater|Frater}} Rogerus\'\'; {{circa|lk=no|1219/20|1292}}), also known by the [[Scholastic accolades|scholastic accolade]] \'\'Doctor Mirabilis\'\', was a [[medieval England|medieval]] [[English philosopher]] and [[Franciscans|Franciscan]] [[friar]] who placed considerable emphasis on the study of [[nature]] through [[empiricism]]. In the [[Early modern period|early modern era]], he was regarded as a [[Wizard (paranormal)|wizard]] and particularly famed for the story of his [[History of robots|mechanical]] or [[necromancy|necromantic]] [[brazen head]]. He is sometimes credited (mainly since the 19th century) as one of the earliest European advocates of the modern [[scientific method]]. Bacon applied the empirical method of [[Ibn al-Haytham]] (Alhazen) to observations in texts attributed to [[Aristotle]]. Bacon discovered the importance of empirical testing when the results he obtained were different from those that would have been predicted by Aristotle.{{sfnp|Ackerman|1978|p=119}}<ref>[http://www.rogerbaconacademy.net/leadership/who-is-roger-bacon/ Who is Roger Bacon?]</ref>')]",", also known by the scholastic accolade \\doctor mirabilis\\, was a medieval english philosopher and franciscan friar who placed considerable emphasis on the study of nature through empiricism. in the early modern era, he was regarded as a wizard and particularly famed for the story of his mechanical or necromantic brazen head. he is sometimes credited  as one of the earliest european advocates of the modern scientific method. bacon applied the empirical method of ibn al-haytham  to observations in texts attributed to aristotle. bacon discovered the importance of empirical testing when the results he obtained were different from those that would have been predicted by aristotle.{{sfnp|ackerman|1978|p=119}}",known scholastic accolade doctor mirabilis medieval english philosopher franciscan friar placed considerable emphasis study nature empiricism early modern era regarded wizard particularly famed story mechanical necromantic brazen head credited earliest european advocate modern scientific method bacon applied empirical method ibn alhaytham observation text attributed aristotle bacon discovered importance empirical testing result obtained different predicted aristotlesfnpackerman1978p119,"['known', 'english', 'early', 'modern', 'study', 'scientific', 'regarded', 'scholastic', 'nature']"
1438,Roger_Marston.txt,"[('Roger Marston', ' (Rogerus de Marston) (died c. 1303) was an English [[Franciscan]] scholastic philosopher and theologian.')]",  was an english franciscan scholastic philosopher and theologian.,english franciscan scholastic philosopher theologian,"['english', 'scholastic']"
1439,Roger_Scruton.txt,"[('Sir Roger Vernon Scruton', ' {{post-nominals|country= GBR|FBA|FRSL}} ({{IPAc-en |ˈ|s|k|r|uː|t|ən}}; 27 February 1944{{spaced ndash}}12 January 2020) was an English philosopher and writer who specialised in [[aesthetics]] and [[political philosophy]], particularly in the furtherance of [[Traditionalist conservatism|traditionalist conservative]] views.<ref name=Cowling1990pxxix>{{cite book |last1=Cowling |first1=Maurice |title=Mill and Liberalism |date=1990 |publisher=Cambridge University Press|location=Cambridge|at=[https://books.google.com/books?id=k_RjyJSr_z0C&pg=PR29 xxix]}}</ref><ref name=Garnett2013pp113-115>{{cite book |last1=Garnett |first1=Mark |last2=Hickson |first2=Kevin |title=Conservative thinkers: The key contributors to the political thought of the modern Conservative Party |date=2013 |publisher=Manchester University Press|location=Manchester and New York|at=113–115}}</ref>'), ('1998', ': First Class of the Medal of Merit of the Czech Republic'), ('2015', ': Knight Bachelor'), ('2019', ': First Class of the Grand Cross of the Order of Merit of the Republic of Poland'), ('2019', ': Silver (Middle) Cross of the Order of Merit of the Republic of Hungary'), ('Nonfiction', ''), ('Fiction', ''), ('Opera', ''), ('Television', ''), ('Articles', '')]"," was an english philosopher and writer who specialised in aesthetics and political philosophy, particularly in the furtherance of traditionalist conservative views.",english philosopher writer specialised aesthetic political philosophy particularly furtherance traditionalist conservative view,"['political', 'english', 'writer']"
1440,Roland_Barthes.txt,"[('8', '(1), 1966, pp. 1–27, translated as ""Introduction to the Structural Analysis of Narratives"", in: Roland Barthes, \'\'Image–Music–Text\'\', essays selected and translated by Stephen Heath, New York 1977, pp. 79–124.</ref><br/>[[Death of the author]]<br/>[[Writing degree zero]]<br/>[[Effect of reality]]'), ('Roland Gérard Barthes', ' ({{IPAc-en|b|ɑr|t}};<ref>[http://dictionary.reference.com/browse/barthes ""Barthes""]. \'\'[[Random House Webster\'s Unabridged Dictionary]]\'\'.</ref> {{IPA-fr|ʁɔlɑ̃ baʁt|lang}}; 12 November 1915 – 26 March<!--Britannica Online Encyclopedia gives 25 March--> 1980<ref name=""McQuillan2011"">{{cite book|last=McQuillan|first=Martin|title=Roland Barthes|url=https://books.google.com/books?id=tqEcBQAAQBAJ&pg=PA10|year=2011|publisher=Macmillan International Higher Education|isbn=9780230343894|pages=10, 29}}</ref>) was a [[French people|French]] [[literary theory|literary theorist]], [[essayist]], [[philosopher]], [[critic]], and [[Semiotics|semiotician]]. Barthes\' ideas explored a diverse range of fields and he influenced the development of many schools of theory, including [[structuralism]], [[semiotics]], [[social theory]], [[design theory]], [[anthropology]] and [[post-structuralism]]. He was particularly known for developing and extending the field of semiotics through the analysis of a variety of [[sign system]]s, mainly derived from Western popular culture.<ref>{{Cite book|title=Encyclopedia of the City|last=Caves|first=R. W.|publisher=Routledge|year=2004|page=33}}</ref>')]",", 1966, pp. 1–27, translated as ""introduction to the structural analysis of narratives"", in: roland barthes, \\image–music–text\\, essays selected and translated by stephen heath, new york 1977, pp. 79–124.death of the authorwriting degree zeroeffect of reality",1966 pp 1–27 translated introduction structural analysis narrative roland barthes image–music–text essay selected translated stephen heath new york 1977 pp 79–124death authorwriting degree zeroeffect reality,['new']
1441,Roman_Ingarden.txt,"[('Roman Witold Ingarden', ' ({{IPAc-en|ɪ|n|ˈ|g|ɑːr|d|ən}}; February 5, 1893 – June 14, 1970) was a [[Poland|Polish]] [[philosopher]] who worked in [[aesthetics]], [[ontology]], and [[phenomenology (philosophy)|phenomenology]].')]"," was a polish philosopher who worked in aesthetics, ontology, and phenomenology.",polish philosopher worked aesthetic ontology phenomenology,['worked']
1442,Ronald_Dworkin.txt,"[('23', '(2) (Summer, 2003), pp. 243–264.</ref> | right answer thesis | [[interpretivism (legal)|legal interpretivism]] | rights as trumps<ref>Dworkin, R., ""Rights as Trumps,"" in: Waldron, J. (ed.), 1984, \'\'Theories of Rights\'\', Oxford: Oxford University Press, pp. 153–67.</ref>}}'), ('Ronald Myles Dworkin', ' {{post-nominals|country=GBR|FBA|QC}} ({{IPAc-en|ˈ|d|w|ɔr|k|ɪ|n}}; December 11, 1931 – February 14, 2013) was an American<ref>{{cite web|last=Khouryyesterday |first=Jack |url=http://www.haaretz.com/jewish-world/jewish-world-news/ronald-dworkin-dies-at-81-1.503643 |title=Ronald Dworkin dies at 81 - Haaretz - Israel News |website=Haaretz.com |date=2013-02-15 |access-date=2017-05-31}}</ref> [[philosopher]], [[jurist]], and scholar of [[United States constitutional law]]. At the time of his death, he was Frank Henry Sommer Professor of Law and Philosophy at [[New York University]] and Professor of Jurisprudence at [[University College London]]. Dworkin had taught previously at [[Yale Law School]] and the [[University of Oxford]], where he was the Professor of Jurisprudence, successor to renowned philosopher [[H. L. A. Hart]]. An influential contributor to both [[jurisprudence|philosophy of law]]  and [[political philosophy]], Dworkin received the 2007 [[Holberg International Memorial Prize]] in the Humanities for ""his pioneering scholarly work"" of ""worldwide impact.""<ref>[http://www.nybooks.com/authors/90 ""Ronald Dworkin""]. \'\'New York Review of Books\'\'. Nybooks.com. Accessed 29 September 2009.</ref> According to a survey in \'\'[[The Journal of Legal Studies]]\'\', Dworkin was the second most-cited American legal scholar of the twentieth century.<ref>{{cite journal|last=Shapiro|first=Fred R.|year=2000|title=The Most-Cited Legal Scholars|journal=Journal of Legal Studies|volume=29|issue=1|pages=409–426|doi=10.1086/468080|s2cid=143676627}}</ref>  After his death, the Harvard legal scholar [[Cass Sunstein]] said Dworkin was ""one of the most important legal philosophers of the last 100 years. He may well head the list.""<ref>{{cite web|url=https://www.bloomberg.com/news/articles/2013-02-15/the-most-important-legal-philosopher-of-our-time |title=The Most Important Legal Philosopher of Our Time |publisher=Bloomberg |date=2013-02-15 |access-date=2017-05-31}}</ref>'), ('Author', ''), ('Editor', '')]"," , pp. 243–264. | right answer thesis | legal interpretivism | rights as trumps}}",pp 243–264 right answer thesis legal interpretivism right trump,"['legal', 'right']"
1443,Ronald_Fisher.txt,"[('Sir Ronald Aylmer Fisher', ' {{post-nominals|country=GBR|FRS}}<ref name=""frs"">{{Cite journal | last1 = Yates | first1 = F. | last2 =Mather | first2 = K. | doi = 10.1098/rsbm.1963.0006 | title = Ronald Aylmer Fisher 1890–1962 | journal = [[Biographical Memoirs of Fellows of the Royal Society]] | volume = 9 | pages = 91–129 | year = 1963 | doi-access = free }}</ref> (17 February 1890&nbsp;– 29 July 1962) was a British [[polymath]] who was active as a [[mathematics|mathematician]], [[statistics|statistician]], [[geneticist]], and academic.<ref>{{cite web|url=https://www.britannica.com/biography/Ronald-Aylmer-Fisher|title=Sir Ronald Aylmer Fisher|last=The Editors of Encyclopaedia Britannica}}</ref> For his work in statistics, he has been described as ""a genius who almost single-handedly created the foundations for modern statistical science""<ref name=""Hald98"" /> and ""the single most important figure in 20th century statistics"".<ref>{{citation| first=Bradley | last=Efron | author-link= Bradley Efron | title= R. A. Fisher in the 21st century | journal= [[Statistical Science]] | year= 1998 | volume= 13 | issue=2 | pages= 95–122 | url= https://projecteuclid.org/DPubS?service=UI&version=1.0&verb=Display&handle=euclid.ss/1028905930 | doi=10.1214/ss/1028905930| doi-access= free }}.</ref> In genetics, his work used [[mathematics]] to combine [[Mendelian genetics]] and [[natural selection]]; this contributed to the revival of [[Darwinism]] in the early 20th-century revision of the theory of [[evolution]] known as the [[Modern synthesis (20th century)|modern synthesis]]. For his contributions to biology, Fisher has been called ""the greatest of Darwin’s successors"".<ref name=""Edwards pp. 421–430"">{{cite journal | last=Edwards | first=A. W. F. | title=Mathematizing Darwin | journal=Behavioral Ecology and Sociobiology | volume=65 | issue=3 | date=2011 | doi=10.1007/s00265-010-1122-x | pmid=21423339 | pages=421–430| pmc=3038233 }}</ref>'), ('1935', ' R. A. Fisher, \'\'[[The Design of Experiments]]\'\' ii. 19, ""We may speak of this hypothesis as the \'null hypothesis\'...the null hypothesis is never proved or established, but is possibly disproved, in the course of experimentation.""</ref>')]"," was a british polymath who was active as a mathematician, statistician, geneticist, and academic. for his work in statistics, he has been described as ""a genius who almost single-handedly created the foundations for modern statistical science"" in genetics, his work used mathematics to combine mendelian genetics and natural selection; this contributed to the revival of darwinism in the early 20th-century revision of the theory of evolution known as the modern synthesis. for his contributions to biology, fisher has been called ""the greatest of darwin’s successors"".",british polymath active mathematician statistician geneticist academic work statistic described genius singlehandedly created foundation modern statistical science genetics work used mathematics combine mendelian genetics natural selection contributed revival darwinism early 20thcentury revision theory evolution known modern synthesis contribution biology fisher called greatest darwin’s successor,"['known', 'work', 'theory', 'early', 'modern', 'british', 'called', 'natural', 'mathematics', 'greatest', 'described', 'polymath']"
1444,Rosa_Luxemburg.txt,"[('Rosa Luxemburg', "" ({{IPA-pl|ˈruʐa ˈluksɛmburk|lang|Róża Luksemburg wymowa (Rosa Luxemburg PL pronunciation).ogg}}; {{IPA-de|ˈʁoːza ˈlʊksəmbʊʁk|lang|De-Rosa Luxemburg.ogg}}; {{lang-pl|Róża Luksemburg}}; also ''Rozalia Luksenburg''; 5 March 1871 – 15 January 1919) was a Polish [[Marxism|Marxist]] [[economist]], [[Anti-war movement|anti-war activist]], [[philosopher]] and [[Revolutionary socialism|revolutionary socialist]]. Successively, she was a member of the [[Social Democracy of the Kingdom of Poland and Lithuania]] (SDKPiL), the [[Social Democratic Party of Germany]] (SPD), the [[Independent Social Democratic Party of Germany|Independent Social Democratic Party]] (USPD) and the [[Communist Party of Germany]] (KPD). Born and raised in an assimilated Jewish family in Poland, she became a German citizen in 1897."")]",".ogg}}; {{ipa-de|ˈʁoːza ˈlʊksəmbʊʁk|lang|de-rosa luxemburg.ogg}}; {{lang-pl|róża luksemburg}}; also rozalia luksenburg; 5 march 1871 – 15 january 1919 was a polish marxist economist, anti-war activist, philosopher and revolutionary socialist. successively, she was a member of the social democracy of the kingdom of poland and lithuania , the social democratic party of germany , the independent social democratic party  and the communist party of germany . born and raised in an assimilated jewish family in poland, she became a german citizen in 1897.""",ogg ipadeˈʁoːza ˈlʊksəmbʊʁklangderosa luxemburgogg langplróża luksemburg rozalia luksenburg 5 march 1871 – 15 january 1919 polish marxist economist antiwar activist philosopher revolutionary socialist successively member social democracy kingdom poland lithuania social democratic party germany independent social democratic party communist party germany born raised assimilated jewish family poland german citizen 1897,"['german', 'social', 'born', 'member', 'jewish', 'marxist', '–', 'revolutionary']"
1445,Roscelin_of_Compiègne.txt,"[('Roscelin of Compiègne', "" ({{circa|lk=no|1050|1125}}), better known by his [[Latinization of names|Latinized name]] '''Roscellinus Compendiensis''' or '''Rucelinus''', was a [[France|French]] [[philosopher]] and [[theologian]], often regarded as the founder of [[Medieval nominalism|nominalism]].""), (""''flatus vocis"", '\'\', e.g., the word ""homo"", divisible into syllables, consonants and vowels. \'\'Fuit autem, nemini magistri nostri Roscellini tam insana sententia ut nullam rem partibus constare vellet, sed sicut solis vocibus species, ita et partes ascridebat\'\' (Abelard, \'\'Liber divisionum\'\', ed. Cousin, 471); ""[...] \'\'Illi utique dialectici, qui non nisi flatum vocis putant universalis esse substantias, et qui colorem non aliud queunt intellegere quam corpus, nec sapientiam hominis aliud quam animam, prorsus a spiritualium quaestionum disputatione sunt exsufflandi.\'\'"" (Anselm, \'\'De Incarnatione Verbi\'\', p. 285. Opera Omnia, vol. 1. Ed. F.S. Schmitt, 1938); ""\'\'Alius ergo consistit in vocibus, licet haec opinio cum Roscelino suo fere omnino evanuerit\'\' (John of Salisbury, \'\'Metalog.\'\', II, 17). The universal is reduced to an emission of sound (\'\'flatus vocis\'\'), in conformity with Boethius\' definition: \'\'Nihil enim aliud est prolatio (vocis) quam aeris plectro linguae percussio\'\'. Roscelin\'s universal corresponds to what is now called the ""universale in voce"" in opposition to \'\'universale in re\'\' and \'\'universale in intellectu\'\'.')]",", better known by his latinized name  or , was a french philosopher and theologian, often regarded as the founder of nominalism.""",better known latinized french philosopher theologian regarded founder nominalism,"['known', 'french', 'founder', 'regarded']"
1446,Roscoe_Pound.txt,"[('Nathan Roscoe Pound', ' (October 27, 1870 – June 30, 1964) was an American legal scholar and educator. He served as Dean of the [[University of Nebraska College of Law]] from 1903 to 1911 and [[Dean of Harvard Law School]] from 1916 to 1936. He was a member of [[Northwestern University]], the [[University of Chicago Law School]] and the faculty at [[UCLA School of Law]] in the school\'s early years, from 1949 to 1952.<ref>Dan Gordon, ""History of UCLA School of Law: A History of Innovation,"" UCLA Law Magazine, Spring 2004, 10.</ref> \'\'[[The Journal of Legal Studies]]\'\' has identified Pound as one of the most cited legal scholars of the 20th century.<ref>{{cite journal |last=Shapiro |first=Fred R. |year=2000 |title=The Most-Cited Legal Scholars |journal=Journal of Legal Studies |volume=29 |issue=1 |pages=409–26 |doi=10.1086/468080 |s2cid=143676627 }}</ref>')]"," was an american legal scholar and educator. he served as dean of the university of nebraska college of law from 1903 to 1911 and dean of harvard law school from 1916 to 1936. he was a member of northwestern university, the university of chicago law school and the faculty at ucla school of law in the school\s early years, from 1949 to 1952. \\the journal of legal studies\\ has identified pound as one of the most cited legal scholars of the 20th century.",american legal scholar educator served dean university nebraska college law 1903 1911 dean harvard law school 1916 1936 member northwestern university university chicago law school faculty ucla school law school early year 1949 1952 journal legal study identified pound cited legal scholar 20th century,"['university', 'american', 'school', 'scholar', 'law', 'early', 'member', 'college', 'legal', '20th', 'served', 'cited']"
1447,Roy_Wood_Sellars.txt,"[('Roy Wood Sellars', ' (July 9, 1880, [[Seaforth, Ontario]] – September 5, 1973, [[Ann Arbor, Michigan]]) was a Canadian-born American philosopher of [[critical realism (philosophy of perception)|critical realism]] and [[religious humanism]], and a proponent of [[Naturalism (philosophy)|naturalistic]] [[emergent evolution]] (which he called evolutionary naturalism). Sellars received his B.A. from the [[University of Michigan]]. For much of his career he taught at Michigan. His son was the philosopher [[Wilfrid Sellars]].')]"," was a canadian-born american philosopher of critical realism and religious humanism, and a proponent of naturalistic emergent evolution . sellars received his b.a. from the university of michigan. for much of his career he taught at michigan. his son was the philosopher wilfrid sellars.",canadianborn american philosopher critical realism religious humanism proponent naturalistic emergent evolution sellars received ba university michigan career taught michigan son philosopher wilfrid sellars,"['university', 'american', 'religious', 'taught', 'critical', 'career']"
1448,Ruan_Ji.txt,"[('Ruan Ji', ' ({{zh|c=阮籍|p=Ruǎn Jí|w=Juan Chi}}; 210–263), courtesy name Sizong ({{zh|c=嗣宗|p=Sìzōng}}), was a Chinese musician and poet who lived in the late [[Eastern Han dynasty]] and [[Three Kingdoms]] period of Chinese history. He was one of the [[Seven Sages of the Bamboo Grove]]. The [[guqin]] melody \'\'Jiukuang\'\' (酒狂 ""Drunken Ecstasy"", or ""Wine Mad"") is believed to have been composed by him. At one time an infantry commander, he was also known as Ruan Bubing (阮步兵; pinyin: Ruǎn Bùbīng; literally ""Ruan of the infantry"").')]",", courtesy name sizong , was a chinese musician and poet who lived in the late eastern han dynasty and three kingdoms period of chinese history. he was one of the seven sages of the bamboo grove. the guqin melody \\jiukuang\\  is believed to have been composed by him. at one time an infantry commander, he was also known as ruan bubing .",courtesy sizong chinese musician poet lived late eastern han dynasty kingdom period chinese history seven sage bamboo grove guqin melody jiukuang believed composed time infantry commander known ruan bubing,"['known', 'poet', 'time', 'chinese', 'lived', 'period', 'late']"
1449,Rudi_Supek.txt,"[('Rudi Supek', ' ([[Zagreb]], 8 April 1913&nbsp;– Zagreb, 2 January 1993) was a [[Croatia]]n [[sociologist]], [[philosopher]]  and a member of the [[Praxis School]] of Marxism.')]"," was a croatian sociologist, philosopher  and a member of the praxis school of marxism.",croatian sociologist philosopher member praxis school marxism,"['school', 'member']"
1450,Rudjer_Boscovich.txt,"[('Roger Joseph Boscovich', ' {{post-nominals|post-noms=[[Society of Jesus|SJ]]}} ({{lang-hr|Ruđer Josip Bošković}}; {{IPA-sh|rûd͡ʑer jǒsip bôʃkoʋit͡ɕ|pron}}; {{lang-it|Ruggiero Giuseppe Boscovich}};<ref name=""edizionenazionaleboscovich2"">{{cite web|url=http://www.edizionenazionaleboscovich.it/index.php/rg-boscovich/la-firma-autografa.html |title=La firma autografa (The original Boscovich\'s autograph)|publisher=edizionenazionaleboscovich.it|access-date=12 January 2015}}</ref> {{lang-la|Rogerius (Iosephus) Boscovicius}};<ref>Gerardus Heerkens, \'\'Notabilium libri II\'\', Groningae, 1765, p. 61: ""\'\'Dalmata erat Boscovicius, Ragusâ oriundus\'\'"".</ref> 18 May 1711&nbsp;– 13 February 1787) was a [[physicist]], [[astronomer]], mathematician, philosopher, diplomat, poet, theologian, [[Society of Jesus|Jesuit]] [[Catholic priest|priest]], and a [[polymath]] from the [[Republic of Ragusa]].<ref name=""Fairfield"">[http://www.faculty.fairfield.edu/jmac/sj/scientists/boscovich.htm Biography: Roger Joseph Boscovich, S.J.], Fairchild University website.{{webarchive |url=https://www.webcitation.org/5wQpruK9y?url=http://www.faculty.fairfield.edu/jmac/sj/scientists/boscovich.htm |date=12 February 2011 }}</ref> He studied and lived in Italy and France where he also published many of his works.<ref name=""google2"">{{cite book|title=Remarkable Physicists: From Galileo to Yukawa|author=James, I.|date=2004|publisher=Cambridge University Press|isbn=9780521017060|url=https://books.google.com/books?id=PMvcEPyNMGgC|page=47}}</ref>')]","|publisher=edizionenazionaleboscovich.it|access-date=12 january 2015}} {{lang-la|rogerius  boscovicius}}; 18 may 1711&nbsp;– 13 february 1787 was a physicist, astronomer, mathematician, philosopher, diplomat, poet, theologian, jesuit priest, and a polymath from the republic of ragusa. he studied and lived in italy and france where he also published many of his works.",publisheredizionenazionaleboscovichitaccessdate12 january 2015 langlarogerius boscovicius 18 1711nbsp– 13 february 1787 physicist astronomer mathematician philosopher diplomat poet theologian jesuit priest polymath republic ragusa studied lived italy france published work,"['published', 'lived', 'studied', 'polymath']"
1451,Rudolf_Bultmann.txt,"[('Rudolf Karl Bultmann', ' ({{IPA-de|ˈbʊltman|lang}}; 20 August 1884 – 30 July 1976) was a German [[Lutheran]] [[theologian]] and professor of the [[New Testament]] at the [[University of Marburg]]. He was one of the major figures of early-20th-century [[biblical studies]]. A prominent critic of [[liberal theology]], Bultmann instead argued for an [[existentialism|existentialist]] interpretation of the New Testament. His [[hermeneutics|hermeneutical]] approach to the New Testament led him to be a proponent of [[Neo-orthodoxy|dialectical theology]].')]"," was a german lutheran theologian and professor of the new testament at the university of marburg. he was one of the major figures of early-20th-century biblical studies. a prominent critic of liberal theology, bultmann instead argued for an existentialist interpretation of the new testament. his hermeneutical approach to the new testament led him to be a proponent of dialectical theology.",german lutheran theologian professor new testament university marburg major figure early20thcentury biblical study prominent critic liberal theology bultmann instead argued existentialist interpretation new testament hermeneutical approach new testament led proponent dialectical theology,"['university', 'german', 'professor', 'theologian', 'critic', 'new', 'major', 'prominent']"
1452,Rudolf_Carnap.txt,"[('Rudolf Carnap', ' ({{IPAc-en|ˈ|k|ɑr|n|æ|p}};<ref>[http://dictionary.reference.com/browse/carnap ""Carnap""]. \'\'[[Random House Webster\'s Unabridged Dictionary]]\'\'.</ref> {{IPA-de|ˈkaʁnaːp|lang}}; 18 May 1891 – 14 September 1970) was a [[German-language philosopher]] who was active in Europe before 1935 and in the United States thereafter. He was a major member of the [[Vienna Circle]] and an advocate of [[logical positivism]].  He is considered ""one of the giants among twentieth-century philosophers.""<ref>[http://texts.cdlib.org/view?docId=hb6h4nb3q7&doc.view=frames&chunk.id=div00004&toc.depth=1&toc.id= California Digital Library]</ref>'), ('constitution theory', '<!--boldface per WP:R#PLA-->"" to this epistemic-logical project. It is a constructive undertaking that systematizes scientific knowledge according to the notions of symbolic logic. Accordingly, the purpose of this constitutional system is to identify and discern different classes of scientific concepts and to specify the logical relations that link them. In the Aufbau, concepts are taken to denote objects, relations, properties, classes and states. Carnap argues that all concepts must be ranked over a hierarchy. In that hierarchy, all concepts are organized according to a fundamental arrangement where concepts can be reduced and converted to other basic ones. Carnap explains that a concept can be reduced to another when all sentences containing the first concept can be transformed into sentences containing the other. In other words, every scientific sentence should be translatable into another sentence such that the original terms have the same reference as the translated terms. Most significantly, Carnap argues that the basis of this system is psychological. Its content is the ""immediately given"", which is made of basic elements, namely perceptual experiences. These basic elements consist of conscious psychological states of a single human subject. In the end, Carnap argues that his constitutional project demonstrates the possibility of defining and uniting all scientific concepts in a single conceptual system on the basis of a few fundamental concepts.'), ('31', '(1) (2000):151–172.')]"," was a german-language philosopher who was active in europe before 1935 and in the united states thereafter. he was a major member of the vienna circle and an advocate of logical positivism.  he is considered ""one of the giants among twentieth-century philosophers.""",germanlanguage philosopher active europe 1935 united state major member vienna circle advocate logical positivism considered giant twentiethcentury philosopher,"['considered', 'member', 'major', 'united', 'europe']"
1453,Rudolf_Christoph_Eucken.txt,"[('Rudolf Christoph Eucken', ' ({{IPA-de|ˈʁuːdɔlf ˈɔɪ̯kn̩|-|De-Rudolf Eucken.ogg}}; 5 January 1846{{snd}}15 September 1926) was a [[Germany|German]] [[philosopher]]. He received the 1908 [[Nobel Prize for Literature]] ""in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life"", after he had been nominated by a member of the [[Swedish Academy]].<ref>[https://www.nobelprize.org/nomination/archive/show.php?id=3471 nobelprize.org]</ref>'), ('ethical activism', '<!--boldface per WP:R#PLA-->.""<ref name=""Gibson""/> In accordance with this principle, Eucken gave considerable attention to social and educational problems.<ref name=eb1911/>')]"," was a german philosopher. he received the 1908 nobel prize for literature ""in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life"", after he had been nominated by a member of the swedish academy.",german philosopher received 1908 nobel prize literature recognition earnest search truth penetrating power thought wide range vision warmth strength presentation numerous work vindicated developed idealistic philosophy life nominated member swedish academy,"['german', 'member', 'literature', 'developed', 'prize']"
